score;text;klasifikasi
-1;rekomendasi aksesoris lucu murah tapi tidak murahan tag jeannie the happiest girl taehyung hard to love teddy yerim kim;Negatif
-1;sumpah bingung ini di bjorka harusnya didukung atau dihujat dia pihak ke siapa dulu nih sekarang;Negatif
-1;ekspresi saat salah tangkap x lawak;Negatif
-1;katanya si bkin baru ya aku agak telat ngikut jorka tt;Negatif
-1;asistensi kampung tangguh anti narkoba dan anti radikalisme jajaran polda sumsel;Negatif
-1;terlalu fokus ngikutin kasus sampai ga engeh kemensos kena juga oleh selasa lalu;Negatif
-1;yang lebih buruk dari wajahku yaitu hukum di indonesia;Negatif
-1;ini lagi pidato atau apa;Negatif
-1;harus nya ke polad dong ea kejar;Negatif
-1;cok wani trimo mubahalah hrs woco cok nek ora buta huruf;Negatif
-1;mana nick ny bjorkasim monyet bukan bjorkanism;Negatif
-1;ada ada saja tingkah laku negara kesayangan bjorkanism;Negatif
-1;klo ga ketangkep brti emang beneran hacker tp klo nti ketangkep yaa brti dia cuma aktivis garis keras dunia xnxx xhamster youjizz kaya gue;Negatif
-1;terbongkar identitas hacker bjorka cek selengkap nya;Negatif
-1;buset dah nama kontaknya customer semua;Negatif
-1;bjorka nggak mau bobol data kpk;Negatif
-1;rakyat kecil selalu salah;Negatif
-1;bisabisanya tukang es di madiun ditangkap sebagai bjorka padahal si hacker masih online terus;Negatif
-1;apa salahku;Negatif
-1;mba sumiati menunggu link full puan next president;Negatif
-1;sy cuman translate in artikel bjorka saja pak;Negatif
-1;bjorka kalau lagi mandi apa jadi bjar bjur quote nemu oh ya juga ya baru kepikiran;Negatif
-1;wadidaw pemuda madiun ditangkap mabes polri bjorka pemerintah merasa sudah mengidentifikasi saya;Negatif
-1;kasian kena tuduh wkwk;Negatif
-1;video diduga kelompok hacker anonymous beberkan maksud bjorka tersebar di medsos bjorka ada karena pancasila;Negatif
-1;disebut sebagai pengalihan isu netizen mulai curigai hal ini dari hacker;Negatif
-1;emang gila sih bjorka berani bocorin semua data contoh bin pelaku pembunuhan munir dan lainlain emang hacker pemberani jadi teringat anonymous;Negatif
-1;di rumah juga tidak punya komputer kita orang tidak punya untuk makan seharihari saja repot kata prihatin;Negatif
-1;kelahiran lulus ba bachelor of arts sdh tidak ada indonesia gelar mba bisa dibeli dari univ luar negeti oknum juga orng ind dg mudahnya bgmna th diperjual belikan dg bebas menimpa artis dan pejabat indonesia jangan mengulang hal yg sama rusak nkri;Negatif
-1;profil hacker bjorka yang kirim pesan 'stop being an idiot' untuk pemerintah indonesia dan kominfo siapa dia;Negatif
-1;akun twitter bjorka ditangguhkan kenapa benarkah ada yang panik;Negatif
-1;inilah pesan hacker bjorka di biografi akun barunya bjorka bukan hanya satu orang;Negatif
-1;bjorka ungkap apa yang menjadi misinya sebenarnya benarkah hanya untuk membantu;Negatif
-1;bjorka ejek para pemimpin yang sedang khawatir menunggu informasi datanya dibocorkan memenya bikin kasihan;Negatif
-1;punya alat itu semua ko anak tukng es main chiduk ja di bilng sih mbah nih mah bjorka asli nya pasti ngakak liat nya dah;Negatif
-1;mohon bantuan nya untuk ibu cucuk melawan kanker payudara bantu donasi dengan klik;Negatif
-1;akun instagram voltcyberv menyebut hacker bjorka diduga adalah remaja berasal dari kabupaten cirebon tepatnya di kecamatan klayan;Negatif
-1;kaget remaja ini di tuduh sebagai bjorka;Negatif
-1;denny darko juga akan meramal mengenai asal usul data yang diperoleh bjorka;Negatif
-1;ogah bener gw kalo dipaksa jd presiden baru mau abis itu gw tunjuk pengganti;Negatif
-1;harun masiku tai anjing;Negatif
-1;ya pantess kalo diketawain ama bjorka polisi tak temukan fakta pria cirebon di balik hacker bjorka;Negatif
-1;hahahaha dari awal apapun kasusnya pemerintah indonesia itu selalu gak bisa menemukan siapa dalang utama setiap kasus kenapa karena;Negatif
-1;bjorka lagi bjorka lagi;Negatif
-1;cepunya bisa di penjarakan gk kan nama baiknya rusak nanti gk bisa buat skck iya kalo pejabat tinggi abis korup bisa daftar lagi banyak heker caper sekarang;Negatif
-1;angga yunanda tibatiba disebut sebagai antek hacker bjorka kok bisa;Negatif
-1;lucu salah tangkap;Negatif
-1;kios kosmetik combo brightening sabun pemutih original untuk wajah badan cepat alami ampuh isi royalty cleansing soap madiun eko kuntadhi keisya nabila kepala desa siang innalillahi dudung;Negatif
-1;hacker bjorka bobol miliar data pengguna sim card ini resiko mengerikan yang mengancam masyarakat indonesia;Negatif
-1;inilah profil dari mah sosok terduga bjorka yang ditangkap polisi;Negatif
-1;klik disini untuk bebas hutang;Negatif
-1;coba cek ini deh dompet organizer uang bulanan pengatur keuangan croco navy rp di toko mrsimple store tokopedia bisa bebas ongkir lho;Negatif
-1;ini sumber foto profil dari bjorka berasal dari dua gambar ini;Negatif
-1;itu sudah jelas membela hari gini masih percaya pejabat mereka pasti tau resiko dari wajibvaksin wuhanflu logikanya mereka punya previllege dan jalan keluar yang tidak dimiliki kebanyakan rakyat indonesia;Negatif
-1;diserang siapa menyerang siapa era baru dan;Negatif
-1;profil dan biodata muhammad said fikriansyah yang dituding sebagai hacker bjorka eko kuntadhi nabila dudung farhan;Negatif
-1;kalo emang lu jago hack gua tantang lo untuk curi uang rakyat yg di curi sama para koruptor di indonesia dan uang nya lu bagiin ke rakyat indonesia lagi kalo lo bisa lo pasti bakal jadi pahlawan konoha;Negatif
-1;tempat beli dan invest crypto dengan fee termurah daftar sekarang di jika link eror gunakan vpn;Negatif
-1;anjing kok bisa pas gini ya inget ku dulu pernah baca buku bang lupa buku apa intinya sukarno ngirim beberapa pemuda untuk mencari ilmu di rusia pas zaman pm nikita terus di indo udah sampe zaman suharto pemuda itu dianggap penghianat dan tidak boleh kembali di indo;Negatif
-1;ini alasan pemerintah sulit menangkap hacker bjorka gildas deograt sebenarnya bukan susah sekali;Negatif
-1;sebetulnya yang dilakuin bjorka tetep bahaya ya tapi terlepas dari itu semua rakyat sudah bosan dengerin kebijakan pemerintah jadi warga indonesia mendukung bjorkanism;Negatif
-1;bersyukurlah jika demikian sebab banyak org untuk mendapatkan sertifikat fucksin harus rela merogoh kocek nya buat bayar sertifikat tanpa harus fucksin ngkoh banyak lakukan itu biar bisa buat jalan hehehhe;Negatif
-1;uang pajak di pakai ngebo nona mei;Negatif
-1;coba suruh ngomong bahasa poland;Negatif
-1;viral kasus peretasan data oleh hacker bjorka mahfud md motif bjorka seperti gadogado;Negatif
-1;bumer ngga usah dilawan gan;Negatif
-1;kebocoran data dimanamana rocky gerung buka suara hingga singgung big data luhut;Negatif
-1;kumpulan dress motif floral yg anti pasaran tni ad ngeri ngeri sedap ariel cat cat cat sore;Negatif
-1;siapa hacker bjorka berasal dari mana asal negara hingga profil dan fakta terlengkap terbaru;Negatif
-1;rekomendasi sneaker hitam putih dijamin kece a thread hakim pancasila ariel pssi;Negatif
-1;itu kusus ngulitin orang goblogbohongngibultelomaling dlllah anis kan mantap sulit dicari sisi lemahnyapaling ayat mayat bikinan cebong dongok;Negatif
-1;jadi yg bener tuh kemenkeubps yg membisniskan duh informasi bawa instansi tapi ga jelas gini;Negatif
-1;ternyata menteri yg mencari sana muncrat sini suruh boster blm jg boster mgkn takut mati;Negatif
-1;dia b dut bukan hackers;Negatif
-1;heran biang kerok dazal bjorkanism bisa bisanya dielu elukan para kadrunis maunya ini negara chaos seperti irak syiriaafganistan gitu;Negatif
-1;bjorka dalam kutipannya menyebutkan tentang presiden ri ke soeharto naskah tersebut juga tidak jelas kemana hilangnya dan siapa yang menghilangkannya karena pelaku sejarah peristiwa lahirnya supersemar ini sudah meninggal dunia;Negatif
-1;tele dia apa bang;Negatif
-1;lagi istirahat dulu;Negatif
-1;dampak dari kenaikan biaya produksi kopi dan gula akan berpengaruh pada harga beli kopi dan gula karena harganya naik maka proses penyajiannya pun lambat laun akan mengabaikan takaran standar kopigula sehingga kualitas cita rasanya akan menurun;Negatif
-1;anjing serem wkwkw;Negatif
-1;hacker bjorka bungkam denny siregar data anies baswedan pun dibongk sudah selesaikan banjir dan macet tuan;Negatif
-1;udah bang cape omong ama ginian;Negatif
-1;sok sok bahasa inggris biar argumennya lebih kuat tapi jadinya malah ga jelas ini ngomong bahasa apa wkowokwko pake bahasa indo aja mas mending daripada malah keliatan makin gajelas argumennya;Negatif
-1;tidak hanya membocorkan siapa pelaku pembunuhan munir melainkan menceritakan kronologinya;Negatif
-1;pm sept di suspend lagi akunnya;Negatif
-1;dpt salam ni dari eko minta tolong diviralkan juga katanya spt;Negatif
-1;masa bapak nggak senang orang antipati di lengser kan jangan jangan bapack sama bego nya kayak beliau;Negatif
-1;nih bangkit lagi dia;Negatif
-1;denny siregar tantang balik hacker bjorka minta buka kasus habib rizieq dan data anies baswedan baca selengkapnya;Negatif
-1;terungkap motif hacker bjorka bocorkan data pemerintah ada kaitannya dengan luka sejarah masa orde baru;Negatif
-1;entah kenapa menurut gw ini bukan hacker tapi hanya scriptkiddies;Negatif
-1;bakal kejadian lagi ni ip singapura dan ip filipina jilid;Negatif
-1;disebut pengalihan isu kasus ferdy sambo hacker bjorka bilang begini;Negatif
-1;diburu istana hacker bjorka anda semua masih bingung;Negatif
-1;teruskan anak muda;Negatif
-1;mereka itu beban rakyat;Negatif
-1;t tttapi bukannya akunnya namanya bjorkanism bukan bjorkanesm;Negatif
-1;temukan baju anak perempuan tahun setelan anak perempuan setelan overall mini dres dengan potongan hanya rp rp link produk;Negatif
-1;temen sendiri mana berani dia;Negatif
-1;seduhin kopi dlu bjorkanya lah mas biar dia ga ngantuk wkwkw;Negatif
-1;bikin twitter baru ajaa bjorka ketinggalan info gueee;Negatif
-1;nah loh dijawab ama bjorka yang bilang pengalihan isu ariel cuddle munir siang;Negatif
-1;record scratch freeze frame yup itu aku kalian mungkin bertanyatanya bagaimana aku bisa sampai di situasi ini namaku bagas tahun tapi orangorang di internet mengenalku sebagai bjorkanism;Negatif
-1;bjorka ungkap sosok dibalik kasus ferdy sambo bagaimana kabar anda pak;Negatif
-1;tak ada sistem yang aman;Negatif
-1;bjorka ejek para pemimpin yang sedang khawatir menunggu informasi datanya dibocorkan memenya bikin kasihan bjorka senin hujan suami;Negatif
-1;hahaha iya lucu yaa ntar ada yg ditangkep krn penyalahgunaan data juga yuhhh ga malu apa yaa;Negatif
-1;wkwk zaman sekarang semua yang ga sependapat di bilang buzzer;Negatif
-1;twitter blokir akun bjorkanism hacker pembocor data menkominfo puan maharani;Negatif
-1;data yang di share juga bersifat umum tidak bersifat rahasia seperti yang apa selama ini wikileaks lakukan ya namanya juga produk politik pasti si yg ngaku hacker tersebut sudah di seting ya kan;Negatif
-1;nggak cuma yg jual data pirbadi tukang angkringan juga;Negatif
-1;di prediksi ini dari cukong dan selidiki dulu soalnya dana haji kemana larinya dan perlu diselidikijangan souzun duluperlu diselidikiada yang tidak beres;Negatif
-1;very happy lah kalo gak begini kita gak akan tau kapasitas jhonny template seperti apa;Negatif
-1;udah ada lagi akunya;Negatif
-1;nama bjorkanism cari aja yg anggotanya byk dan yg info data paling byk bro;Negatif
-1;klaim thr dari aku saya telah mengirimkan ayo ambil di sini sebelum habis;Negatif
-1;berita fintech indonesia kadin pinjol ilegal harus dibereskan;Negatif
-1;grup bjorkanism sudah benar lenyap min semalem masih ada walopun disuspen;Negatif
-1;eh doktik ada apa dgn boster kok mrk pd boongin kita semuanya;Negatif
-1;cari cewek setia memang sulit tapi cari uang lebih sulit;Negatif
-1;kejar flash sale hanya sampai sep pukul wib;Negatif
-1;rekomendasi blouse super kiyuttt pecinta warna pastel wajib inget inget toko ini deh cakep semua kualitasnya belinya disini pssi;Negatif
-1;bocah d depo pulsa tanpa potongan freebet setiap hari garansi modal kembali lomba togel terbesar bocah d daftar room lomba togel;Negatif
-1;hacker bjorka disebut sebagai pahlawan baru oleh warganet siapa dia;Negatif
-1;yah gua ngira munir el hadadi;Negatif
-1;kurang seru dah;Negatif
-1;akun dengan nama samaran bjorka sempat menjadi sorotan karena diduga berhasil meretas dan menyebarkan data pemerintah ri hingga para pejabat usai tebar ancaman secara mengejutkan tibatiba akun media sosial tibatiba hilang yld;Negatif
-1;itu bukan akunnya ga si yg asli tuh bjorkanism bukan nsem tp nism;Negatif
-1;orang dalem udh kenal mereka pejabat;Negatif
-1;gimana mau tegakkan hukum di negeri ini penegak hukumnya saja seorang pembunuh periksa kapolri sigit;Negatif
-1;english ane gak sekontol itu kalicuma setengah kontol aja;Negatif
-1;data pak udah bocor bestiee;Negatif
-1;bener mas kalopun iya buat ngalihin isu berati sambo msh di atas mereka yg kena spill;Negatif
-1;diam menjadi cracker bergerak menjadi musisi bener kannn dia orang indonesia wkwk vpn nya aja yang dari poland;Negatif
-1;telak kena hee;Negatif
-1;bjorka ungkap apa yang menjadi misinya sebenarnya benarkah hanya untuk membantu borka;Negatif
-1;keknya kalo buat ngalihin isu sambo ini terlalu berbahaya si;Negatif
-1;bikin pemerintahan jokowi tak tidur nyenyak inikah motif hacker bjorka acakacak data indonesia;Negatif
-1;indonesia lagi d hebohkan dengan berita yg penting casenya lucu belinya;Negatif
-1;jelas hepi dong penjilat pemakan duit rakyat semua kalian ga tau malu;Negatif
-1;mau cari cari koruptor aja ga nemu wakanda wakanda;Negatif
-1;bjorka pertanyakan kenapa akunnya kena suspend betapa memalukan kebijakan anda bjorka senin panik;Negatif
-1;yang terpenting baliho ibu puan putri megawati cucu soekarno sudah tersebar seantero negeri politik identitas;Negatif
-1;retas kasusnya schapelle corby kayanya keren nih;Negatif
-1;ilang cuma bbrpa jam aja sekarang udah nongol lagi mantap deh bang;Negatif
-1;hanya di kursus bahasa garansi sampai bisaa;Negatif
-1;buzzer tt tunduk pada pemerintahan konoha awowkwokw;Negatif
-1;ada konspirasi apa lagi ini his channel tele;Negatif
-1;twitter please do your magic adakah yang bisa bantu rescue bawa ke dokter hewan daerah jakarta pusat biaya pengobatan akan saya tanggung terimakasih sebelumnya;Negatif
-1;assalamualaikum cuma info mengingatkan untuk yg punya ortu ato kakek nenek yang kudet jangan smpai ketipu soalnya banyak temen ortunya kena tipu kek ginian mencegah lebih baik darpada mengobati terimakasih kawan semoga semua orang tua kita selalu sehat;Negatif
-1;bjorka orang indonesia bukan orang jauh;Negatif
-1;si jiji mungkin kudu make akun mahluk macam densi;Negatif
-1;cita kita bersama jangan ada lagi anak indonesia yang putus sekolah semua wajib menerima haknya sebagai warga indonesia bisa bersekolah hingga lulus perguruan tinggi;Negatif
-1;gus muhaimin tahu betul bahwa bangsa yang unggul adalah mereka yang punya layanan pendidikan berkualitas bukan hanya berkualitas namun pendidikan juga harus dirasakan oleh semua level kalangan;Negatif
-1;dia kasih sendiri link ke akun twitter nya di tele;Negatif
-1;katanya hoaks kasih tau dong;Negatif
-1;hacker bjorka menuding denny siregar menggunakan uang pajak dan menggunakan internet untuk mengadu domba atau memancing polarisasi;Negatif
-1;anda kenal laksmud maeda dari jepang nah beliau ini hampir mirip;Negatif
-1;saya yakin bjorka saat ini telah dikirimkan email dari twitter bahwa akun miliknya yang terbaru akan segera terkena ban atas permintaan pemerintah indonesia;Negatif
-1;alah siah boii di suspend;Negatif
-1;gue komen ga usah pke inggris org dia org sekitaran jakarta doang bambang gmn kbrkatanya ahli;Negatif
-1;pokoknya pantengin link ini aja jadi kalo kenapa lagi tele sama twitter nya bakal langsung redirect ke grup tele yg baru dan semua info ada di sana;Negatif
-1;meragukan kmrn akunnya bjorkanism skrg abis diblokir muncul bjorqanism bjorkanesm bjorxanism dll semua orang bs bikin semua orang bs ngaku paling cm orang yg memanfaatkan momen buat kepentingan sendiri;Negatif
-1;cream stretch mark ibu hamil anak muda krn berat badan naik jd muncul stretch mark bahkan cowok jg mengalami bisa beli krim ini rp kasus sambo fandom hug bjorka senin heker;Negatif
-1;lepas dari baca pola atau apapun itu yg jelas munculnya adalah fenomena yang menjadikan sebagian golongan tersudut sebagian lagi bahagia ya ga bos;Negatif
-1;brotlong info data jeneng manungso seng mlebu neraka sopo wae rak nggo suwii ya;Negatif
-1;jadi ini om apa pemerintah nih yg suspend;Negatif
-1;breaking news dalam polling yang dilakukan bjorka di grub tele miliknya bahwa sekarang dia akan membuat akun baru lagi pmerintah indonesia seakan bingung apa yg hrus dilakukan krna hanya bisa ngesuspend akun milik bjorka dripda memperbaiki database;Negatif
-1;dari sarapan aja kita udah beda mana mungkin sama rasa awowowowok;Negatif
-1;lagi rame banget nih kalau jadi dia mau juga kali nyebarin;Negatif
-1;udah balik twitter dia akun baru;Negatif
-1;auto cek gtc sapa tau ada yg ngasih nama aneh;Negatif
-1;duh bawa bawa kadrun ini nih bapak bapak tomlol kalau main sosmed;Negatif
-1;kebetulan kmren twt saya ke lock jam dan datadiri yang bersangkutan dihapus sama pihak twitter jdi semoga aja aman untuk sekarang hehe;Negatif
-1;next pertamina yang bakal jadi target bjorka kita tunggu suprise nya;Negatif
-1;ada berita terbaru tentang pemerintahan dari bjorka ga sambil tunggu klaim thr dulu saya telah mengirimkan ayo ambil di sini sebelum habis;Negatif
-1;kalem ntar lagi juga buka lagi;Negatif
-1;seandainya juga om mau ngulik data konsorsium sambo dan buku merah;Negatif
-1;mana nihh buzzer buzzer yg makan dari pajak hahahahhaa mulai per kebongkar;Negatif
-1;terkenal makan dari duit pajak kalo kata;Negatif
-1;tenang yg dia serang yang berkuasa dan tak adil kepada rakyat;Negatif
-1;harusnya sih ditangkap bukan cuma disuspend;Negatif
-1;mari kita liat lagi apa yang bakal terjadi;Negatif
-1;akun di twitter dan telegram sudah tidak bisa ditemui lagi;Negatif
-1;akunnya ilang jir;Negatif
-1;yakin dah besok tu akun udah balik lagi hacker kok dilawan;Negatif
-1;lah padahal sby partai biru sby sendiri yg menghilangkan bkn lain;Negatif
-1;bisa jadi kloningan bin ternakan and gerombolannya dan sepertinya termasuk golongan lemah gemulai wes tewas juga infonya;Negatif
-1;cara rezim ini banci sekali;Negatif
-1;savage bangettt emang si ini kurang dari x jam followers nya tembus k wajar cemburu;Negatif
-1;yaahh pemerintah ketat ketir keknya;Negatif
-1;dan akhirnya kena suspend accountnya;Negatif
-1;bru jg buka twit td udh bc sekilas eh akun si hacker kena suspend wkwk;Negatif
-1;bongkar smua kebusukan pemerintahan sampai rakyat indo menemukan keadilan nya;Negatif
-1;yap dilihat emang sepertinya data juga mbak;Negatif
-1;kejadian ini justru akan mengakibatkan bjorka marah dan akan semakin membabi buta kita tunggu saja kisah selanjutnya;Negatif
-1;masa hekel kena suspend;Negatif
-1;lagi gayeng e malah ilang;Negatif
-1;setidaknya kita tau klo para menteri dan pejabat cuma vaksin kali;Negatif
-1;sayap sayap dilawan patahlah;Negatif
-1;buktikan dirimu bukan cebong bayaran;Negatif
-1;anjay dijerat pasal uu ite;Negatif
-1;akun kena sus anjer;Negatif
-1;kena suspend akunnya wkwk;Negatif
-1;wkwk ngakak tapi mau juga dong akun twitter lama gue gabisa dibuka karena lupa password dan email ya masih pake yahoo;Negatif
-1;mungkin bjorka lagi gabut gaes mangkanya dia kaya gt ya nikmatin aja gaes;Negatif
-1;kan kita sebagai warga biasa dapetnya gratis pemerintah yang beli tau pake duit siapa;Negatif
-1;begitu kata bjorka klo twitter block akunnya;Negatif
-1;cuman di hacker top global disuruh suruh sama netizen indo kasian cokkk wkkw;Negatif
-1;dih najis makan uang pajak rakyat;Negatif
-1;tapi sayang nya di indonesia ga dihargai bro dan filling sih hacker hacker yang katanya org luar sebenrnya orang indonesia;Negatif
-1;cuman di hacker top global malah disuruh suruh netizen wkwkw kasian cokk;Negatif
-1;padahal dia ga melanggar twttr guidelines;Negatif
-1;bisa jd malah sengaja dihilangkan krna katanya menyangkut partai merah;Negatif
-1;min balik ah balik;Negatif
-1;banyak yang menyalah artikan heker bisa ngungkap segalanya lah kalau datanya gak ada di internet gimana caranya wkwkw;Negatif
-1;iya biarin dah;Negatif
-1;makanya kipi harus nol;Negatif
-1;waktu itu juragan jg sama ya kak tapi gak kena suspend tuh;Negatif
-1;parah akun nya ke suspend huft;Negatif
-1;twittnya si ndon paling masuk akal walau si tidak beli follower tapi sama pihak twitter kebacanya aktkfitas mencurigakan dalam beberapa hari bisa sampai k follower;Negatif
-1;makanya dia nyuruh pollycaprus;Negatif
-1;twiter indo gov tidak ada yg tahuu;Negatif
-1;doa bilang dari bjork sumbernya dari mana si;Negatif
-1;anak bu banteng dong gile aje lu;Negatif
-1;kena serang akun buzzer kayaknya wkwkwk;Negatif
-1;kok bisa rame bgt kalo menurut teorinya ini tuh pemerintah lagi mapping isu apa yg bakal diangkat di;Negatif
-1;spill dong jgn fitnah aja kalau ada bukti baru saya dukung;Negatif
-1;salah satu alasan knp w galau akun di suspend;Negatif
-1;lu lihat kan akun hacker knp bs ilang suspended dia akun pengalihan isu kawal kenaikan bbm dan kasus rambo;Negatif
-1;itu sc dr tulisan bang amri om gw balikin lg k dia haha;Negatif
-1;kena blokir;Negatif
-1;kalo baca tweet nya di pengen nge rispek temennya yang orang indo soal ginian dan temennya itu baru aja meninggal;Negatif
-1;gimana nanti kalau pada minta ditransferin sejuta juta;Negatif
-1;kan anda mention saya;Negatif
-1;lu kan juga orng indo tolol;Negatif
-1;siapa dan ada apa dengan dia kak;Negatif
-1;disleding tekel karena ada sebuah kepanikan;Negatif
-1;ga bisa dibuka akunnya dah ilang;Negatif
-1;iya kayanya nemu td di saung;Negatif
-1;entah siapa yg salah ku tak taiii;Negatif
-1;jangan bro nanti akun lo di banet kek akun;Negatif
-1;wah duh padahal lagi rame nih apalagi habis ngetag si denny siregar;Negatif
-1;perasaan gua tinggal bentar pas gua buka lagi malah di tangguh kan;Negatif
-1;nah kalo itu sih emang kalo liat dari kondisi ya pasti bakal kejadian kaya gini bang cuman yang jadi concern gua kenapa pada memuji tindakan si hacker harusnya outputnya cuma kemarahan ke pemerintah atau pemegang otoritas data kita aja malah ke hackernya juga kalo perlu;Negatif
-1;mungkin gak ini hacker cuman butuh duit aja jadi cari mainan;Negatif
-1;iya bli kena suspend;Negatif
-1;tenaaangpasti kak tar lagi juga balik kok;Negatif
-1;akunnya udah ilang anjg;Negatif
-1;berita lama anjir;Negatif
-1;nah semua sekalian hack kalau jdi buzzerp dibayar brp si wkk;Negatif
-1;hah serius mau cek;Negatif
-1;maksudnya bjorka ini cuma ordal pemerintah buat ngalihin isu;Negatif
-1;malas kerja di indo yg di tanya ijazahnya lulusan apa;Negatif
-1;tau tuh org nyasar kalik;Negatif
-1;rasanya menyenangkan ada jaminan jauh dari kemiskinan;Negatif
-1;tele yang ada pangeran masih ada kok yang terakhir di upload di tele si densi itu;Negatif
-1;mungkin dia ada sisi heroic nya;Negatif
-1;hacker apaan tuh akunnya tumbang kalah lawan twitter;Negatif
-1;ini yang dari twitter wkwk;Negatif
-1;hahaha gua gaperlu jelasin kayanya kalo lu bisa baca alphabet;Negatif
-1;nah kan typikal org goa emg begitu sudahlah kembali ke goa sana wkwkwkw;Negatif
-1;modal cmd doank gue lihat dia bilang nasa kena hack kan tolol ni manusia satu ini;Negatif
-1;ini tujuan hacker bjorka meretas data pribadi denny siregar puan maharani erick tohir joko widodo dan mypertamina demi sahabat tercinta seorang wni yang tinggal di warsawa polandia sejak kecil;Negatif
-1;yaudah iya bang lu paling the best pokoknya yg laen cuma level kecamatan kok;Negatif
-1;sejam kemudian akunnya ilang uyut sik tawa kenceng bgt td;Negatif
-1;baru mau di follow akunnya udah kena suspend pada takut kali ya heuheu;Negatif
-1;yah kan kena suspend;Negatif
-1;kadrun is komplotan apeng durjana rampok uang negara;Negatif
-1;orang indonesia yg kecewa sm pemerintah cari sensasi dan berhasil trending;Negatif
-1;berapa no si anjing itu;Negatif
-1;bisa iya bisa engga bisa dihilangkan bisa disembunyikan intinya bkn disitu tpi pertanggung jawaban pihak yg 'menghilangkan' dokumen tsb kalaupun diusut lagi pak sby hrsnya dihukum juga lah menghilangkan dokumen penting;Negatif
-1;termasuk gak usah menganggap dia org yg bertuhan kan;Negatif
-1;tau klo pak itu orangnya sederhana tulus dan baik jadi tidak diretas;Negatif
-1;peraturan yg dikeluarkan para menteri dan anggota dewan yth sengaja nggak diperjelas sama seperti kasus sambo;Negatif
-1;gokil akun bjorkanism kena suspend;Negatif
-1;wkwkwk kebiasaan buzzer goblok kalo udah tersudut pasti kesana kemari pake nyalahin orang pula wkwk udah tau kenapa incaran nya si denny anjing berarti dia org trouble maker ga beres masih aja lo bela goblok;Negatif
-1;why tf bjorkanism suspended gue br sempet mau ngestalk loooo;Negatif
-1;maksudnya bapak angkat dia yg meninggal;Negatif
-1;sampai skrg g ad yg nyampe walau hanya sekotak;Negatif
-1;lihatin bakal nongol lagi nggak si bjorkanism wkwk;Negatif
-1;nih buzzerrp lg ngamuk ama gara data dirinya di kuliti tipis;Negatif
-1;data false bjorka from chinatown please u think debitur punya gaya dlm menagih kreditur;Negatif
-1;ohh iya deng kena suspendkirain akunnya yg itu tadi;Negatif
-1;gua cek nik dan kk onlen yang punya puan sama pak erik tohir valid bro sama semua;Negatif
-1;langsung di suspend twitter dong tapi data yg dia sebar udah disimpan banyak orang;Negatif
-1;awkwkwk kebacut suspend bah;Negatif
-1;iya mungkin bisa g si kalo buka tangguhan sendiri si hacker;Negatif
-1;lah kenapa bjorka di tangguhkan ada yang panik yah atau ulahh buzzer;Negatif
-1;dia udah ngewanti wanti kalo pemerintah lg berusah ngeretas akun twitter dia;Negatif
-1;tapi makin kesini makin aneh njir kyk tau semua problematika dari sisi rakyat indonesia v padahal org indonesia aja banyak yg gak paham inti masalahnya kita tonton aja drama ini;Negatif
-1;account tlah disuspend kena setrap dong gegara mencolek ketua dprri;Negatif
-1;lah kok ngatur tangkap aja dong jangan nuduh nuduh oposisi;Negatif
-1;ini tujuan bjorka meretasnya demi sahabat tercintanya seorang wni yang tinggal di warsawa polandia sejak kecil;Negatif
-1;si opung tua mah gk pake itu fuckcin;Negatif
-1;pemerintah kominfo bin dkk terlihat sangat goblok sekali saat ini;Negatif
-1;pemerintah lagi dikuliti sama ni org termasuk antek nya;Negatif
-1;heker bocil masa kecil kurang bahagia madesu;Negatif
-1;begini nih tabiat pencuri lokira lo hbt posting kberhasilan curian lusemua pencuri sama bedanya cara lu aja dosamu sama saja dgn pncuri lain mkin bnyak data yg lu curi makin bertumpuk dosamu org tuamu jg merasakan dosamu didalam kuburingat siksaan ortu mu;Negatif
-1;dlu msh memuja dia skrg udh males udh ketahuan sifat asli nya;Negatif
-1;walaupun gw ga terlalu percaya bjorka ini hacker hebat dr luar gw lebih condong anggap dia hacker indo hehe tp seriusan gw nunggu dia nge spill si dences;Negatif
-1;dridlu dah bocor ga siee jadi yaudalah;Negatif
-1;lu tau data ini darimana bang;Negatif
-1;saaken kakean sambo berita lain ga ke eksposcontohnya maling petek;Negatif
-1;buat nge produksi sayap sayap patah tuh duitnya bjo;Negatif
-1;wahai bapak pemerintah dia bjorka bukan bongek ya pak ngapa di cari lewat situ;Negatif
-1;nah ini eneg bgt ama ini orang sampe gue block dr lama;Negatif
-1;share link grup dong gw search ga nemu;Negatif
-1;sadis lo om orang lg mau ikutan main malah di bully;Negatif
-1;gilaakssss bingung mau seneng atau marah yg jelas kudoakan apa pun yg terbaik untuk negeri ini;Negatif
-1;rasa yang dulu pernah ada;Negatif
-1;anjay vaksinnya baru x sedangkan gw di kantor harus x;Negatif
-1;uih a itu mamah miwarang nyangu wkwkkwk;Negatif
-1;bang bongkar identitas calon istriku kelak kalau perlu sertakan sosmednya supaya bisa silaturahmi;Negatif
-1;baca threadnya dari awal ga dia simpatisan atas temennya wni yg cerita kalau negara ini kacau but no one solved it;Negatif
