,text
2073,harus pakai bahasa inggris pak
2074,bjorka ke denny siregar bagaimana rasanya hidup menggunakan uang pajak dari orang indonesia
2075,terus klo udah dijebol datanya buat apa serius nanya
2076,sasaran yang tepat hancurkan buzzer semua kubu
2077,bukannya itu syarat utama
2078,kalo you percaya pastinya udah ketangkap dongatau ini hanya pengalihan isu ferdy sambo kan intel di indo jago nangkepin penjahat yang gak berduitkalo penjahat memiliki uang pastinya penjahat akan tenang
2079,whoaaaa dibongkar semua ini kandang banteng pasti lagi ada rapat dadakan wkwk
2080,itu serius erick tohir lulusan sma
2081,inimah circle aktivis yg pernah ketangkap karena organize demo sekarang pake anon dan gimmick hekerhekeran
2082,iya woi tidak masuk di akal
2083,pantesan cukuran kumis nya bagus soalnya asgar
2084,wkwk gila men satusatu kena semua
2085,don't think he is yg dimaksud keknya org yg sama soal kasus munir serem pokonya wkwkwkwwwk
2086,knp orang pada hebat bener retas ginian
2087,nomer segitu banyaknya jgn desi ngetwit sendiri balas cuitan sendiri
2088,udah di adili walaupun bebas telat
2089,bangke lu agen dukun typoo typoo
2090,emm mampus ketauan lo
2091,karna dia merasa ada ketidakadilan didalamnya
2092,bener tuh saya gk ngerti bahasa inggris
2093,erick thohir lulusan slta bukannya dia kuliah di luar negeri
2094,gua liat liat ini blm pada booster kah
2095,bapak haji ibunya hajah anaknya penjilat anak durhaka
2096,deni email nya alay bgt najis wkwkw
2097,mungkin suaminya tukang bakso jadi ga dipublish
2098,plis bgt spill koruptor plis bgt bgt bgt itu yg ngerusak semua
2099,kena juga si bangsat
2100,nape ni diseret jg anjeng
2101,biar gk tetlalu pada serius ye kak
2102,kamu hebat sekali kak salam dari indonesia
2103,bayangin orangorang disuruh vaksin sampe kali sedangkan orang pemerintahannya cuma kali dan pergipergi naik pesawat
2104,gua baru sekali malah
2105,emang dia nggak peduli dengan rakyathanya selama ini berpurapura sebelum menjadi pejabat
2106,tolong dibongkar siapa dalang dibalik buzzer yg mengacaukan indonesia ini
2107,bjorka tolong spill ending one piece aoashi dan boku no hero saya cuma baca tiga manga itu doank thanks
2108,dari kmrn cuma mantau aja gaikut an ngepraise dia tp lama kok malah jadi sus ya ni org
2109,data yg lagi hangat nya dong
2110,mereka mereka baru vaksin x malah nyuruh yg lain boster
2111,apa yang kamu rasakan
2112,kalau cuma data alamat dan tempat tinggalnya presiden atau wakilnya ya jangankan datanya orang mau cari rumah tinggalnya juga gampang banget
2113,bang bongkar kecurangan pemilu pilpres tahun dong please
2114,gilaaa keren bgt ini org pasti lagi dicari cari ama indo gov semangat stay safeee
2115,karena netizen ramai minta densi mbah mbah sptnya kurang semangat ada sosok bjorkanism knp mbah
2116,wkwkwk jangan bahasa inggris gak mungkin paham tu di denny
2117,klo bisa bongkar semua para pejabat bro
2118,whooaah aku menikmati apa yang anda lakukan untuk kami rakyat indonesia silakan berkarya
2119,lu semua ga mau revolusi apa
2120,bang kata masalah pajaknya gimana tolong dikasih tau bang tuh nomor banyak banget lho bang dennypajak dong pajak
2121,dia udah ulti duluan data bin najrott rada rada ini heackerr kurasaaa
2122,indonesia tidak butuh
2123,meski jadi tersangka pemuda madiun bantu bjorka tidak ditahan
2124,keknya bang kalah saing nih buktinya modal nama lengkap aja gua bisa tau nama omtante sampe jumlah ponakannya
2125,nama hacker bjorka akhirakhir sedang naik daun bjorka terkenal usai membocorkan data yang diklaim berasal dari lembaga dan perusahaan milik negara kebocoran data pertama diketahui adalah pelanggan indihome sebanyak miliar
2126,tidak menutup kemungkinan kemungkinan juga akan bekerja sama dengan pihakpihak luar negeri kata dedi prasetyo dalam konferensi pers
2127,mahfud md pengesahan ruu pdp tak terkait hackerbjorka
2128,sebelumnya ia sempat menghilang lantaran sosok berinisial mah dibekuk polisi
2129,penyelidikan atas siapa sebenarnya sosok peretas atau hacker yang mengatasnamakan bjorka masih terus dilakukan oleh polri
2130,jakarta bjorka sosok hacker misterius yang saat ini sedang diburu karena menyebarkan datadata pemerintah
2131,buntut terseret kasus bjorka muhammad agung mengaku sempat alami ancaman dan intimidasi untuk jual ponselnya
2132,pakar pertahanan siber bongkar tentang asal usul bjorka
2133,drama korea tentang hacker seperti bjorka intip sinopsis ketiganya
2134,film seru drama korea ini bercerita tentang hacker seperti bjorka intip sinopsis ketiganya
2135,orangtua mah minta maaf atas perbuatan anaknya penetapan muhammad agung hidayatulloh mah sebagai tersangka dalam kasus hacker bjorka membuat orangtua dari pria berumur tahun ini
2136,salah tangkap hacker bjorka tertawakan kinerja pemerintah indonesia
2137,aksi hacker yang mengatasnamakan dirinya sebagai bjorka ramai diperbincangkan oleh warganet indonesia beberapa hari belakangan ini setelah berhasil membobol beberapa data dari berbagai server di indonesia
2138,pemuda madiun sampaikan permohonan maaf akui kesalahan terkait kasus hacker bjorka
2139,ini peran dan motif pemuda madiun yang jadi tersangka karena bantu hacker bjorka
2140,ini pernyataan lengkap polri soal penetapan tersangka pemuda madiun yang bantu bjorka
2141,pemuda asal madiun ditetapkan polisi sebagai tersangka dia diduga membantu hacker bjorka melalui aplikasi telegram
2142,ada korban doxing sang hacker data identitas bjorka secara profil dan biodata belum juga diketahui iq
2143,mahfud md hacker bjorka sudah teridentifikasi polisi malah salah tangkap kok bisa iq
2144,fakta identitas hacker bjorka diketahui dan tercium kpk menyatakan belum ada informasi yang dibobol iq
2145,identitas hacker bjorka terungkap bin tinggal tangkap iq
2146,sadis nih hackerbikin orang rugi miliaran
2147,terkait hacker bjorka ini peran pemuda asal madiun yang ditetapkan tersangka
2148,masih tentang polisi pulangkan remaja asal madiun yang sebelumnya diduga hacker bjorka
2149,motif mah yaitu membantu bjorka menjadi terkenal polisi turut mengamankan satu unit kartu sim dua unit ponsel dan ktp tersangka
2150,pemuda asal madiun yang ditangkap polisi karena diduga hacker bjorka telah dipulangkan
2151,diduga menjadi sosok di balik akun hacker bjorka seorang pemuda di madiun diamankan polisi padahal seharihari pemuda tersebut beraktifitas sebagai penjual es hel
2152,mabes polri angkat bicara terkait penangkapan seorang pemuda di madiun jawa timur yang disebutsebut sebagai hacker bjorka
2153,sebut jhonny g plate bakal diganti hacker bjorka bagus pastikan penggantinya bukan idiot dari partai
2154,pengen pacaran tapi selalu inget kalo pacaran itu dosa tapi pengen pacarannn
2155,juru bicara partai garuda teddy gusnaidi menyentil peretas bjorka yang terlalu banyak membuat pernyataan politis dibandingkan dengan kemampuan mencuri data
2156,bukan hanya bjorka ternyata
2157,setelah sekian sekian lama akhirnya terungkap siapakah bjorka
2158,bjorka omong kosong pemerintah ri sudah kantongi identitas
2159,bjorka sindir mahfud md yakin tak ada data penting bocor
2160,polisi tangkap pemuda di madiun diduga sosok dibalik bjorka
2161,saat ini gue bisa buka semua situs bokxep tanpa pake vpn artinya gue adalah seorang hacker iyaa ga sihh
2162,semoga bisa membongkar sisi gelap di indonesia
2163,polisi tangkap pria di madiun diduga hacker bjorka surabaya tim cyber mabes polri dikabarkan menangkap seorang pria bernama muhamad agung hidayatulloh penangkapan dilakukan pada
2164,pemuda asal cirebon tak paham dunia peretasan bantah sebagai hacker bjorka sumber video ig
2165,loh loh kok semua nya pada diretas
2166,loh loh kok semuanya pada diretas
2167,mahfud md tegaskan akan menangani kasus bjorka secara serius gambaran pelaku sudah teridentifikasi hacker bjorka yang mengklaim telah meretas data pemerintah dan membuat ramai perbincangan publik saat ini
2168,beda ya kematian seorang ratu yang membawa dampak besar bagi rakyat inggris
2169,mahfud md klaim hacker bjorka tidak memiliki kemampuan membobol yang mumpuni
2170,usai bikin heboh bocorkan data pribadi pejabat publik keberadaan hacker bjorka telah ditelusuri
2171,lebih bahaya mana hacker atau cracker bjorka masuk kategori yang mana ini penjelasannya
2172,bjorka tidak punya keahlian membobol data mahfud md belum ada rahasia negara bocor
2173,bjorka makin agresif pengamat jangan sampai data psikometris bocor
2174,netizen serang ruhut sitompul sebut bjorka sebagai kadrun
2175,mau jadi hacker seperti bjorka begini caranya
2176,temukan herbaay lipstick charming lip makeup stik g garis berlian dengan potongan hanya rp rp dapatkan segera di shopee
2177,temukan pinkflash matte lipstik lembut tahan lama pelembab pigmentasi tinggi colors dengan potongan hanya rp rp dapatkan segera di shopee
2178,temukan purbasari oil control matte powder natural matte compact powder bedak matte tahan lama bedak padat dengan potongan hanya rp dapatkan segera di shopee
2179,temukan focallure eyebrow cream gel waterproof pensil aliskosmetik mata dengan potongan hanya rp dapatkan segera di shopee
2180,temukan dan dapatkan carasun sun screen spf pa ml hanya rp di shopee sekarang juga
2181,jadi sebenernya bjorka itu siapa si ane kepoo wkwkwk apakah beliau pengungkap kebenaran dinegara indonesia atau hanya pengendalian isu isu terkini
2182,kata bijak untuk negeri konoha dari
2183,reaksi tak terduga anies baswedan usai hacker bjorka jebol data pribadi cak imin kapok wa diteror lewat
2184,data pribadinya ikut bocor erick thohir ingin rangkul hacker bjorka jalin kerja sama dengan pemerintah
2185,part data pribadi dibocorkan hacker bjorka ini respons erick thohir menteri bumn angkat bicara soal data pribadinya dibocorkan oleh hacker bjorka erick thohir mengaku tak marah
2186,korban hacker bjorka bertambah jadi orang puan maharani anies baswedan hingga erick thohir
2187,kronologi update kasus munir aktivis ham hacker bjorka kuliti kasus kematian munir said thalib
2188,ulah hacker bjorka anies baswedan bilang nik dan nomor ponsel keliru semua
2189,kalau aku bisa mecahin siapa bjorka aslinya dan identitasnya aku dapat apa
2190,lah bukannya hoax pak
2191,selidiki peretasan hacker bjorka siber bareskrim polri masuk tim khusus pemerintah lewat
2192,data pribadinya diretas bjorka anies kebanyakan itu salah
2193,banyak data bocor kepala bssn minta masyarakat tenang
2194,jokowi sampai bikin tim khusus tangkal hacker bjorka andi sinulingga negara yang pejabatnya korup pasti lemah pertahanannya
2195,bjorka bongkar data ketua umum pssi singgung terima duit dari bos judi baca juga berita dari media lainnya di indonesia di
2196,kasus kebocoran data puan desak pemerintah segera atasi masalah ini
2197,profil dan biodata muchdi purwoprandjono sosok yang dituduh hacker bjorka sebagai pembunuh munir
2198,fypku isinya semua bjorka kalau kalian
2199,mengapa bisa buzzer di centang biru sudah terjawab rezim ini seram
2200,gokil kan die aja sampe gak percaya nomor indonesia xixixixi tidak ada data yang aman sayang
2201,gak tau harus percaya sama siapa negara sendiri atau hacker tapi gw ngerasa kaya lagi berada dalam drama korea
2202,founder drone emprit peringatkan tentang doxing bjorka mungkin aman tapi anda mudah ditemukan
2203,hacker bjorka klaim bobol data rahasia jokowi bin sebut hoaks
2204,bjorka bantah jadi pengalihan isu kasus ferdy sambo cek selengkapnya
2205,hacker belum hebat dan belum diakui kalau belum bisa bobol ojk otoritas jasa keuangan dan bisa menghapus data tunggakan kredit setuju apa setuju lebih baik ini yg dilakukan pasti para hacker dicintai masyarakat
2206,ditantang denny siregar hacker bjorka bongkar data gubernur dki anies baswedan
2207,heboh dibahas di hingga meradang info data kuasa hukum brigadir j via
2208,yang lagi rame cuy
2209,hacker bjorka beraksi lagi kini bocorkan data luhut pandjaitan terkait vaksin covid menteri koordinator bidang kemaritiman republik indonesia luhut binsar pandjaitan tak luput
2210,heboh hacker bjorka husin shihab itu mainan anak it kadrun
2211,tantang pemerintah indonesia hacker bjorka saya tunggu digerebek
2212,terungkap motif hacker bjorka ganggu indonesia ngaku korban orde baru
2213,ternyata ini dia hacker bjorka yang bikin pemerintah ketar ketir selengkapnya disini
2214,jika kami tidak bisa melawan pemerintah maka biarkanlah berkerja dengan caranya sendiri
2215,kali ini hacker bjorka membongkar identitas terduga pelaku pembunuhan munir said thalib seorang aktivis ham yang tewas diracun dalam perjalanannya menuju belanda
2216,kasus munir terungkap kasus supersemar dan kasus g s siapa dalangnya coba panggil bjorka
2217,geger situs bjorka bongkar soal otak pembunuh aktivis munir
2218,hacker bjorka beberkan nama yang diduga sebagai pembunuh munir
2219,dpr kritik sikap pemerintah soal kebocoran data publik di internet
2220,data penduduk indonesia bocor
2221,bantah surat untuk jokowi bocor bin selalu dilakukan sandi
2222,kamu tuh kayak jailangkung bagi ku mau datang dan pergi yo karep mu kagak mutu
2223,saya cuma bisa ngintip aja kawan semoga jangan ada yang kepasan
2224,momok bjorka masih bikin ketarketir wakil ketua kpk mohon doa supaya datanya tidak diretas
2225,kasiandari ribuan yang nyebar itu dia yang kena beneran capcipcup kembang kuncup kah ini milihnya
2226,udah salah sasaran tembak bukan minta maaf eh malah nambah tembakan situ sehat
2227,dia mendukung dengan masuk grup bjorkanism
2228,kalau itu kebaikan untuk indonesia sah aja bro tapi kalau kamu bukan orang indonesiamending jangan di teruskan brohhhh
2229,bisa bobol world bank dan imf international monetary fun gak ayo bantu basmi praktik ribawi kasian dunia inflasi terusterusan tiap taun basmi pusat ribawi di world bank imf
2230,makan ga nyaman emang anjing gurun kaya kalian yang makan uang act uang donasi buat orang kesusahan tp kalian maling juga biadab emang kelakuan gerombolan kalian
2231,kalo pengalihan isu ngapain juga ada yg salah tangkanp nglawaknya kurang berkelas
2232,cintailah pekerjaanmu meskipun tidak membuatmu kaya tapi ia memberimu hidup sedikit lebih lama
2233,gonjangganjing siapa hacker bjorka ternyata masih misteri pemuda madiun ternyata bukanlah hacker yang dicari yang meretas banyak data
2234,bisa jadi hanya pengalihan isu dari kasus sambo
2235,pihak keluarga dari muhammad agung hidayatulloh mah pemuda asal madiun jawa timur yang jadi tersangka kasus peretasan terkait bjorka meminta maaf kepada publik
2236,bjorka singgung tito karnavian soal ferdy sambo dan km begini katanya
2237,pemuda asal madiun mah diduga sebagai anggota bjorka yang berperan sebagai penyedia kanal telegram bernama bjorkanism
2238,pemuda madiun yang sempat ditangkap gegara kasus hacker bjorka ditetapkan tersangka pemuda berinisial mah berperan sebagai penyedia channel di telegram dengan mengatasnamakan bjorkanism
2239,terungkap ternyata ini identitas bjorka hacker 'idola' masyarakat yang diduga bisa ungkap kebenaran
2240,channel telegram bjorkanism itu digunakan untuk membocorkan datadata pribadi mah disebut juga ikut mengunggah di channel telegram tersebut sebanyak tiga kali
2241,gua kenal inisial mahterduga bjorka di group telegram yang isi pembahasannya khusus membuat tentang bot telegram dia ae masih bnyak bertanya tentang perbot antentang deploy di vpsmasa ia jadi terduga bjorka lagi ngelawak kah indonesiaku
2242,bantu kami rakyat kecil yg merasa tidak perna dapat keadilan dari kaum tertinggi
2243,terkait tentang atau siapapun itu itinya keamanan indonesia dalam hal ini cyber security tidak baik saja dan gue berharap pemerintah peduli akan hal ini karena sekarang sudah berubah menjadi bisnis informasi digital bahaya banget
2244,polisi di negri wakanda emang gitugak tau itu dari polandia
2245,terupdate bjorka bukan hacker cek profil gildas deograt lumy yang remehkan sang hacker bjorka
2246,pemerintah indonesia kantongi identitas hacker bjorka omong kosong ada apa
2247,hacker indo tdk ingin ikut cmpur mslh inimungkin karna mereka melihat negaranya sedang berantakanbjorka hanya memperlihatkan kedok para pejabattpi hatidia di klaim telah meretas dan membocorkan datadata mulai dari data kartu simkpubin hingga dokumen rahasia presiden jokowi
2248,bjorka trending netizen bjorka ngakak timsus salah tangkap
2249,bisa jadi situs yang di hack bjorkanism ini emang ga ada pengamanan sama sekali karena you know lah
2250,semoga aja gak dipaksa ngaku nanti penjual lotek pun bisa jadi kena tangkep
2251,ct itu juga maksudnya customer ya hmm masuk akal mungkin dia selain banyak subscriber juga banyak subscribe berlangganan
2252,bodoh bukan gue nyuruh elu ngurusin dia gu mau kasih tahu apa yang dilakukan eko itu salah satu akibat mubahalah alhamdulillah beliau senantiasa dalam lindungan allah swt
2253,ngapain lu bjorkanism kalo berani tunjukin identitas lu baru aq jempol tapi kalo gitu apaan itu tdk adaguna bongkar apa lu haha pengecut lu
2254,web pengecekan resi palsu buatan penipu waspada jangan sampai jadi korban penipu
2255,apakah isu dimunculkan untuk mengalihkan isu ferdy sambo ceo tbk termuda
2256,kali ini saya contohin cara hacker mengambil data website pemerintah maaf ya buat admin web bersangkutan data nya aman kok tidak saya obrak abrik target web pengadilan negeri
2257,cek videonya masih ada video diduga kelompok hacker anonymous beberkan maksud bjorka tersebar di medsos bjorka ada karena pancasila
2258,mungkin yg di maksud perempuan ini madiun kali mau di biyayain 'katanya' klo kurang modal coba browsingnya
2259,ngeri video diduga kelompok hacker anonymous beberkan maksud bjorka tersebar di medsos bjorka ada karena pancasila
2260,helloooo apa kabar nya kasuskasus yang lain
2261,sangat susah untuk menemukan info mengenai melalui twitter akun asli dia hanya ada di forum telegramnya bersifat private itupun yang sebelumnya sudah join harap bersabar semua akan terungkap
2262,dulu pernah ngebayangin ada hacker yang bisa ngeretas rahasia gelap para oknum yang tidak tersentuh hukum dan nge publishnya di umum eh ga taunya pas tanggal kalo gak liat postingan tentang bjorka
2263,ngeri jadi korban salah tangkep ga sih
2264,semoga tidak salah tangkap
2265,selain dari cirebon pria madiun diduga bjorka next siapa lagi terduga
2266,jawaban bjorka atas dugaan pengalihan isu kasus ferdy sambo kepadanya aku akan membantu agar sampai ke listyo
2267,akun bjorka yang baru kembali ditangguhkan twitter kenapa lagi apakah karena cuitan ini
2268,bjorka dirasa pandji pragiwaksono berasal dari indonesia warganet bener bang dari depok
2269,si bukan hacker bjorka di buat untuk pengalihan isu konsuosium ngeri sedap utk pemerintahan saat ini tapi ini adalah bom waktu karna ada ancaman dari tsk mbo
2270,foto yang dipakai akun yang mengaku hacker dicomot dari sini artinya hacker hanya abalabal karena tak punya jati diri dan main asal comot milik orang kamu masih percaya
2271,akun bjorka selalu kena suspend twitter masih nunggu akun berikutnya tp gw yakin bjorka masih orang indo juga utk effortnya ane salut dan support utk bongkar kebusukan bandit rezim
2272,percuma mencari siapa sosok beliau beliau hanya minta aspirasi masyarakat tolong di laksanakan dan janji pemerintah sebum menjabat tolong dilakukan sosok beliau hadir karena kejamnya pemerintah kepada masyarakat indonesia
2273,coba tolong ya gw lagi saran serius jgn di grecokin ntar dikira gw becanda lagi
2274,mana nih yg katanya hackerr yg berhasil mengantongi data ri bukan dong data yg ada di ri terutama kpukpkdprdan juga yg lagi hangat nya tentang samboo
2275,berita bjorkanism menutup segala berita bbmnism sambonism demonism nism lainnya
2276,kios kosmetik hair serum minyak kemiri bakar penumbuh rambut botak penghilang kerontokan dan ketombe yang membandel penumbuh rambut anti dht untuk rambut bercabang kering dan berminyak green angelica dalam hari dudung
2277,tim khusus masih mendalami peran pemuda asal madiun yang ditangkap terkait dugaan keterlibatan dalam peretasan oleh hacker bjorka
2278,partai garuda permainan kurang rapi bjorka terlalu cerewet
2279,koordinator forum keamanan siber dan informasi sebut motif hacker bjorka bukan hanya uang ada yang lain
2280,jk ngetuit berarti ini kwnya mayan juga lah pemuda yang ditangkap di madiun hacker bjorka timsus bentukan mahfud md dikabarkan menangkap remaja di madiun jatim yang diduga sebagai hacker bjorka namun polri belum bisa memastikan itu
2281,fakta menarik terkait muhammad said fikriansyah yang dikaitkan dengan hacker bjorka
2282,itu hacker gk bisa dong dicari membabi buta sprti nyari begal kerahkan dong kmampuan klean dibidang it bkn kah polri sdah biasa melacak teroris berdasar it ngapain bjorka jualan es kliling
2283,jadi madiun atau cirebon jangan cuma tangkap orng yg cuma pake foto dong kalo gitu mh hansip juga bisaa
2284,terungkap ternyata ini tujuan bjorka bongkar data via id
2285,hoi gw sumpahin nggak bisa kencing kalau nggak pakai celana lu kalau ternyata kehadiran lu akhirnya cuma berujung pada penambahan anggaran utk
2286,pengakuan msf pemuda cirebon yang disebut sebagai hacker bjorka kaget dan tegaskan bukan peretas
2287,nah dia saja yg suruh ungkap
2288,tak ambil pusing ko ketar ketir saya dukung
2289,anda juga mengira semua orang diluar indonesia yg ada di fil itu orang barat kan
2290,iya udah ga aktif lagi link itu digrup yang skarang juga udah mulai bersih dia hapus in chat
2291,tak mau disebut pengalihan isu kasus sambo bjorka bocorkan data pribadi mantan kapolri tito karnavian
2292,ari maneh saha nanya saya
2293,sosok hacker bjorka yang bikin penasaran terungkap siapa dibalik foto profil bjorka
2294,keberanian bjorka dan kelemahan keamanan data pribadi yang dikelola pemerintah
2295,hackers bjorka pun menuliskan pesan untuk orang yang telah membuat akunnya hilang bjorka menuduh pihak pemerintah indonesia lah yang telah menangguhkan akun twitternya
2296,bahkan para pejabat pejabat tinggi yg d spill bjorka pun sampe tremor semua
2297,bangkitnya kesadaran dari sistem yang zolim
2298,gaada salahnya sip coba tanya ke pendeta soal hukum agama islam atau tanya ustadz soal hukum agama kristen
2299,gak papa ngab benci aja sama si bjorka yg lebih benci org tolol mengagungkan dia hacker underground indo yg udah pada gg di atas dia aja gk banyak cincong
2300,sebelumnya hacker bjorka juga sempat membocorkan isi dari dokumen supersemar surat perintah sebelas maret yang melibatkan mantan presiden indonesia soeharto
2301,mereka hanya bisa main blokir an dsni pemerintah kta bner bner di pantatin sma bjorka brpa kalipun pm indo ngehapus akunnya si bjorka gua yakin ga lgsung ditakedown harusnya mreka mulai mengatur rencana tntng keamanan cyber hadeh pemerintah kta malu in sma
2302,kalah k ngece mang empud mah ka tukang kekeur teh tar ketauan isi dompet mamang baru nyaho
2303,breaking news breaking news akun ke bjorka telah tersuspend lagi atas permintaan pemerintah indonesia tapi dia menyebutkan bahwa akunnya akan kembali tapi membutuhkan waktu
2304,akun barunya pun kena lagi sekarang
2305,hari ini dia buat dan hari ini juga dia kena suspend lg walah walahhh
2306,alasan simple dia ambil data rakyat indonesia terus dia minta tebus kepemerintah malah sama pemerintah enggk di tebus dan lepas tanggung jawab disitu dia enggk dapet duit jadi skrang sekalian di jebol rahasia pemerintah untuk duit disini sudah pasti ada negonego'an
2307,udah x akun bjorka ditangguhkan btw saya udah x vaksin tapi sakit mah tetep sakit kayak biasanya malah lebih parah kira kenapa ya
2308,dimana keadilan bagi seluruh rakyat indonesia pelaku sara edy mulyadi yang merendahkan kaum minoritas seenaknya sesukanya di vonis bulan hari ini jelas massa adat dayak tak terima
2309,data bocor cari
2310,yang kasus marsinah itu udah ketauan blm sih pembunuhnya
2311,yang di spill pemain lama kyknya bang
2312,lho bu mic mati jadi saya tidak tahu rasanya diluar demo
2313,bjorka bocorkan soal kakek tua korban eksil yang jadi temannya di warsawa siapakah sosok berpengaruh tersebut
2314,dari zaman kerajaan dan zaman merdeka katanya soal kecurigaan selalu ada yg pasti memberi penyegaran buat mereka yang kangen keadilan
2315,menterinya takut mati makanya di suruh duluan rakyat nya namanya juga menteri tolol bin goblok
2316,tidak terlalu gembira dgn ulah
2317,mengejutkan hacker beberkan pelaku pembunuhan munir begini kronologi lengkapnya
2318,edy mulyadi dijatuhkan vonis oleh majelis hakim pengadilan negeri jakarta pusat tujuh bulan hari penjara dia dinyatakan terbukti bersalah menyiarkan kabar yang tidak pasti
2319,pokoknya mah kalo gua kenapa napa salahin pemerintah
2320,coba tanya pada mungkin dia tahun siapa jangan sama orang nya
2321,gimana kalo ternyata hanya seorang buzzer jgyg ditugaskn utk membelah konsentrasi rakyat biar tdk fokus pd sambo kenaikn bbm krn yg disebarkn hanya info yg krg tendensiuskrg detail cm menyentuh permukaan saja infonyaharapannyakasih bocoran yg lbh dalam lg
2322,cek fakta sosok di balik bjorka akhirnya terungkap benar kah pengusaha terkenal ini
2323,dia suka nyeduh kapal api katanya
2324,hatihati bang kamu tidak tau betapa kejam nya mereka zaman pak harto saja berpendapat bisa hilang orangnya apalagi saat ini bisa lebih sadis ini katanya bisa melacak bang lewat riwayat transaksi bitcoin
2325,pengalihan isu isu besar bukan sih ini
2326,belum berhenti bjorka bongkar data menko marves luhut binsar terungkap belum vaksin booster
2327,gk pp data gw kehack yang penting gk sendiri
2328,mereka gak booster atau pun divaksin karena mereka paham bhw vaksin itu racun dan membayahakan kesehatan
2329,ini adalah sebuah permintaan yang menantang untuk dapat membuktikan kualitas dari bjorka
2330,apa yang mau di teliti semua barang buktinya udah ga ada waktu kejadiannya udah lama banget
2331,jutsru itu bjorkanism membongkar data
2332,jangan serius ah ini kan cuma candaan broo wkwkwkw
2333,berarti kemungkinan data ini udah di pantau oleh hacker lain dan langsung ngebocorin ke publik tapi kita masih gak ngetahui karena hacker sebelumnya terlalu takut tapi bjorka ini berani membocorkan ke publik walaupun ya agak hati hati doxing di twitter takutnya hilang lagi
2334,itu bukan akun bjorkanism akunnya masih suspend
2335,berikut beberapa d ta prlbadl yang bocorkan mantan jenderal kopassus muchdi purwopranjono
2336,tambahkan anggaran kami untuk keamanan data data aduh duit rakyat lagi wes wes angel angel
2337,ndak sih ndak si bjorka ini agak krg meyakinkan klo dibilang cracker beneran ada sesuatu terselubung dibalik gemparnya warga
2338,seperti inilah tingkah para pejabat indonesia menakuti rakyat hanya untuk meraih untung dari bisnis vaksin
2339,contoh di sektor publik ada bsre yang merupakan ca pemerintah tunggal yg udah banyak banget pengguna layanannya selain itu kalo di sektor privat yg gua tau dan yg kebetulan gua juga pake yaitu privyid
2340,bjorka kabulkan tantangan bongkar kasus ferdy sambo dengan mention akun tito karnavian waduh apa katanya tito ferdy sambo
2341,mekanisme teknisnya seperti apa yaa itu yg harus didiskusikan lebih mendalam sihh gua juga ga punya single solution
2342,mungkin dia nyebarinnya sekalian semua jadi akunnya hilang
2343,ga tau aing udh stress bgt sampe gabut bgt ini minta tolong ke
2344,kan udah pernah bilang dan terjadilah sekarang mega kasus bermunculan nikmatin lagi dah nonton terus dramanya lagi seru
2345,uat yg lgi rame percaya gk percayasaya jga gk tautpi ini ada hubungan nyaklian semua ingat gkkmaren pemerintah sempat ngluarin kata mau ngeblok sosmed smuadan itu termasuk wa dan termasuk media sosial yg ad di indoapkh ada hubungan nyasama gmna
2346,mahfud menganggap isu kebocoran data ini belum berbahaya apa kah benar
2347,apakah aku harus menjadi bjorka agar bisa membobol hatimu
2348,buta anda gak melek informasi gak tau apa yg sedang terjadi
2349,katanya hacker internasyonaal tapi yang di hack kok sekelas asem
2350,ada yg anggap sebagai pahlawan terlebih akun fake atw asli karna membongkar kebobrokan tata kelola pertahan cyber indonesia bagi abah biasa aja nyantai wat apa teriak anti atw dukung emg kita dah bonyok kok secara ekonomi dan pertahanan
2351,ungkap pembunuhan di km siapa saja yang terlibat di kejadian itu please bjorka
2352,bisa jadi itu cuma alat sebagai pengalihan isu rupanya kerja sama pemerintahan untuk pengalihan isu hahahahaaaa bisa jadi kan weee
2353,viral link akun grup telegram hacker bjorka tersebar cek sekarang sebelum di hapus
2354,ga juga istilah grammar nazi kan awalnya dari orangorang eropa buat orang eropa yang english grammarnya jelek bukan orang asia
2355,terlalu pinggir jurang kalo cmn sekedar pengalihan isu mas
2356,hehe bosmen bisa aja geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2357,drpd ngurus politik coba buktikan transfer milyar ke rekening gw top dah klo emnk hacker klo gw jadi elu mah gw hacker tuh perbankan indonesia bank comot milyar dg cuci nama akun dg minimal bank bisa triluyun
2358,apakah bjorka hanya bagian dari konspirasi pemerintah
2359,ada aja nih usulan netizen geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2360,jiwa merah putih yang menggelora follow me is death
2361,bos itu dari twitter memang menangguhkan karena cepat followers naek belum lagi buzzer banyak mengikuti dia
2362,bukan balik tapi buat baru lagi id nya beda tapi ya balik lagi hoax gak sih kalo bener berarti abalabal ya kan
2363,cari aja bjorkanism tapi ati udah banyak yang fake atau coba masuk lewat url ini
2364,kenapa sy sebut ini adalah pengalihan isu oleh toh data yg di publish adalah pancingan aja pemantik agar netizen menggoreng nya sementara substansinya apakah pemerintah akan meresponnya justru akunnya di bekukan kan
2365,harcker org indo nyamar jd org asing ide bagus nampak orangny itu itu aj
2366,katanya bjorka itu orang luar kok bhs inggris nya kayak gue kalo ngepost di sosmed pake bhs inggris
